Strike,Type,DTE,Time_to_Expiry,Market_Price,Theoretical_Price,Implied_Vol,Market_IV,Vega,Moneyness,Volume,OpenInt,Price_Diff,Price_Diff_Pct,Market_Rank,Theoretical_Rank
320.0,C,45,0.12320328542094455,92.4963025592564,566.2583107110305,3.910784784651367,0.2224342830602246,44.74770021980648,2.4794138209002328,116,5291,-473.7620081517741,-512.1956176013257,655.0,685.0
320.0,P,45,0.12320328542094455,12.496302559256414,12.496302554118472,1.8869351668667145,0.2224342830602246,26.02372897015469,2.4794138209002328,710,5834,5.137941627708642e-09,4.111569484929607e-08,29.0,15.0
325.0,C,45,0.12320328542094455,86.72882494370839,555.4962952894316,3.7276470611167594,0.2087731755150378,45.44124400023379,2.441268992886383,131,566,-468.7674703457232,-540.4978917332019,632.0,671.0
325.0,P,45,0.12320328542094455,11.728824943708393,11.728824924729999,1.8290874505796237,0.2087731755150378,25.621872634040226,2.441268992886383,224,4526,1.8978393967472584e-08,1.6180984931191274e-07,21.0,11.0
330.0,C,45,0.12320328542094455,79.572288096688,543.3452188342392,3.519131164614553,0.170386802811168,45.958249752011994,2.4042800687517407,881,8422,-463.7729307375512,-582.8322168818652,596.0,660.0
330.0,P,45,0.12320328542094455,9.572288096687998,9.572287986592404,1.7146213002211024,0.170386802811168,23.594655810319292,2.4042800687517407,671,869,1.1009559486296894e-07,1.150149198926241e-06,4.0,3.0
335.0,C,45,0.12320328542094455,76.22726609182877,535.0056704049853,3.397492018693604,0.1998454240380448,46.478524705625105,2.3683952916061926,353,7049,-458.7784043131565,-601.8560389670535,583.0,650.0
335.0,P,45,0.12320328542094455,11.227266091828772,11.227265882896255,1.7553125940452248,0.1998454240380448,25.78172478295074,2.3683952916061926,395,5411,2.0893251750919717e-07,1.8609385027514285e-06,14.0,9.0
340.0,C,45,0.12320328542094455,71.75662214663379,525.5404793308021,3.254577979348566,0.2092679659440043,46.86340934354545,2.3335659490825718,520,7949,-453.7838571841683,-632.393002358537,565.0,639.0
340.0,P,45,0.12320328542094455,11.756622146633786,11.756621710686417,1.7489969880555376,0.2092679659440043,26.681148209434983,2.3335659490825718,485,2847,4.359473688708704e-07,3.7081005363066204e-06,22.0,12.0
345.0,C,45,0.12320328542094455,66.2030937531351,514.9924036204395,3.0915294427918685,0.1994151562206867,47.04186710017519,2.2997461527190564,985,289,-448.78930986730444,-677.8977906089951,537.0,629.0
345.0,P,45,0.12320328542094455,11.203093753135088,11.2030924570061,1.7020725491179405,0.1994151562206867,26.437051233221315,2.2997461527190564,967,2834,1.2961289872492898e-06,1.1569384455848007e-05,13.0,8.0
350.0,C,45,0.12320328542094455,59.97843738317776,503.77321910769194,2.916807056082937,0.1776162632797651,46.960828576743374,2.2668926362516415,253,1628,-443.79478172451417,-739.9238811262961,519.0,617.0
350.0,P,45,0.12320328542094455,9.978437383177763,9.978431676872752,1.629553737554653,0.1776162632797651,25.366020891356552,2.2668926362516415,140,3656,5.706305010733104e-06,5.7186358861690395e-05,7.0,4.0
355.0,C,45,0.12320328542094455,58.26278336201368,497.06302734775244,2.8399045369194496,0.2360776473299581,47.334363424404536,2.2349645709523225,828,8938,-438.80024398573875,-753.1398581823142,511.0,610.0
355.0,P,45,0.12320328542094455,13.262783362013677,13.262781477589897,1.7243381705220417,0.2360776473299581,29.276983903458042,2.2349645709523225,30,5493,1.8844237796855623e-06,1.420835829289646e-05,41.0,18.0
360.0,C,45,0.12320328542094455,50.873617624122105,484.67932355911637,2.6442306737808385,0.1935504785534373,46.694731169532915,2.2039233963557625,574,7141,-433.80570593499425,-852.712518186051,475.0,595.0
360.0,P,45,0.12320328542094455,10.8736176241221,10.873618014724109,1.6144505901117534,0.1935504785534373,27.10215122853064,2.2039233963557625,349,6335,-3.9060200940355116e-07,-3.5921992376947053e-06,12.0,7.0
365.0,C,45,0.12320328542094455,47.56984375784238,476.3810109018151,2.5368376435910607,0.223743316968878,46.58684727961295,2.173732664898834,376,7199,-428.81116714397274,-901.4348866203262,459.0,587.0
